order_id,customer_id,country,region,state,city,postal_code,ship_mode,order_date,ship_date
CA-2017-123533,SC-20050,United States,South,Florida,Hialeah,33012.0,Standard Class,2017-11-24,2017-11-30
CA-2017-123540,DJ-13420,United States,Central,Wisconsin,Milwaukee,53209.0,Second Class,2017-04-02,2017-04-06
CA-2017-123617,AJ-10780,United States,South,Florida,Palm Coast,32137.0,Standard Class,2017-11-28,2017-12-03
CA-2017-123666,SP-20545,United States,East,New York,New York City,10011.0,Standard Class,2017-03-26,2017-03-30
CA-2017-123722,NH-18610,United States,Central,Texas,Irving,75061.0,Standard Class,2017-09-25,2017-10-01
CA-2017-123806,LA-16780,United States,East,Maryland,Baltimore,21215.0,Second Class,2017-11-24,2017-11-27
CA-2017-123932,YC-21895,United States,Central,Texas,Dallas,75217.0,Standard Class,2017-09-06,2017-09-12
CA-2017-123946,AJ-10795,United States,South,Virginia,Springfield,22153.0,Standard Class,2017-09-12,2017-09-17
CA-2017-124016,JS-15940,United States,East,Ohio,Lancaster,43130.0,Second Class,2017-09-23,2017-09-26
CA-2017-124051,KA-16525,United States,Central,Illinois,Aurora,60505.0,First Class,2017-12-29,2017-12-30
CA-2017-124100,EH-13990,United States,East,New York,New York City,10009.0,Standard Class,2017-03-31,2017-04-06
CA-2017-124149,MJ-17740,United States,East,Ohio,Lancaster,43130.0,First Class,2017-04-23,2017-04-26
CA-2017-124233,CK-12595,United States,West,California,Los Angeles,90032.0,Standard Class,2017-04-08,2017-04-14
CA-2017-124254,TB-21175,United States,South,North Carolina,Wilson,27893.0,Standard Class,2017-04-12,2017-04-17
CA-2017-124352,CD-12790,United States,Central,Oklahoma,Oklahoma City,73120.0,Standard Class,2017-10-15,2017-10-21
CA-2017-124485,NC-18340,United States,East,New York,New York City,10035.0,First Class,2017-11-24,2017-11-26
CA-2017-124506,BB-11545,United States,Central,Illinois,Chicago,60623.0,Standard Class,2017-11-11,2017-11-17
CA-2017-124527,IM-15055,United States,West,California,Roseville,95661.0,First Class,2017-11-16,2017-11-17
CA-2017-124562,JP-16135,United States,East,Ohio,Columbus,43229.0,Standard Class,2017-12-08,2017-12-12
CA-2017-124583,LB-16795,United States,West,California,Huntington Beach,92646.0,Second Class,2017-09-01,2017-09-03
CA-2017-124590,SP-20920,United States,East,Ohio,Parma,44134.0,Standard Class,2017-11-12,2017-11-16
CA-2017-124667,BD-11770,United States,East,New York,New York City,10011.0,Standard Class,2017-11-11,2017-11-16
CA-2017-124681,SV-20935,United States,Central,Texas,Dallas,75217.0,Second Class,2017-07-18,2017-07-23
CA-2017-124772,JG-15160,United States,South,Kentucky,Murray,42071.0,First Class,2017-12-05,2017-12-06
CA-2017-124793,MM-18280,United States,West,Washington,Seattle,98103.0,First Class,2017-03-14,2017-03-16
CA-2017-124814,FM-14215,United States,West,California,Bakersfield,93309.0,Standard Class,2017-04-10,2017-04-16
CA-2017-125017,KB-16240,United States,South,Tennessee,Chattanooga,37421.0,Standard Class,2017-02-06,2017-02-11
CA-2017-125080,VW-21775,United States,East,Ohio,Lakewood,44107.0,Standard Class,2017-10-21,2017-10-26
CA-2017-125087,TH-21115,United States,Central,Texas,Houston,77070.0,Standard Class,2017-04-18,2017-04-23
CA-2017-125094,NP-18700,United States,West,Washington,Seattle,98105.0,Standard Class,2017-11-05,2017-11-09
CA-2017-125164,SH-19975,United States,East,New York,New York City,10011.0,Standard Class,2017-11-10,2017-11-14
CA-2017-125206,LR-16915,United States,West,California,Los Angeles,90045.0,First Class,2017-01-03,2017-01-05
CA-2017-125220,BE-11410,United States,Central,Wisconsin,Appleton,54915.0,Standard Class,2017-10-14,2017-10-19
CA-2017-125318,RC-19825,United States,Central,Illinois,Chicago,60610.0,Standard Class,2017-06-06,2017-06-13
CA-2017-125661,CA-12055,United States,East,Ohio,Cleveland,44105.0,First Class,2017-11-24,2017-11-26
CA-2017-125724,SM-20950,United States,West,Colorado,Broomfield,80020.0,Standard Class,2017-09-22,2017-09-27
CA-2017-125738,PB-18805,United States,West,Utah,Salt Lake City,84106.0,Standard Class,2017-10-15,2017-10-21
CA-2017-125815,DL-13330,United States,East,New York,New York City,10009.0,Second Class,2017-10-28,2017-11-01
CA-2017-125843,RF-19840,United States,South,Virginia,Springfield,22153.0,First Class,2017-08-13,2017-08-16
CA-2017-125850,FP-14320,United States,West,California,San Diego,92037.0,Standard Class,2017-01-22,2017-01-28
CA-2017-125920,SH-19975,United States,Central,Illinois,Chicago,60610.0,Standard Class,2017-05-21,2017-05-28
CA-2017-126004,BM-11140,United States,East,New York,New York City,10024.0,First Class,2017-12-04,2017-12-05
CA-2017-126102,DV-13465,United States,West,California,Los Angeles,90049.0,Second Class,2017-09-10,2017-09-12
CA-2017-126158,SC-20095,United States,West,California,Costa Mesa,92627.0,Standard Class,2017-07-25,2017-07-31
CA-2017-126165,AH-10465,United States,West,California,San Francisco,94109.0,Second Class,2017-05-05,2017-05-07
CA-2017-126270,AF-10870,United States,West,California,San Clemente,92672.0,Standard Class,2017-04-23,2017-04-27
CA-2017-126284,EN-13780,United States,Central,Michigan,Grand Rapids,49505.0,Standard Class,2017-09-20,2017-09-24
CA-2017-126529,DE-13255,United States,East,Ohio,Springfield,45503.0,Second Class,2017-01-11,2017-01-13
CA-2017-126543,MF-17665,United States,East,Ohio,Toledo,43615.0,Second Class,2017-01-09,2017-01-13
CA-2017-126613,AA-10375,United States,West,Arizona,Mesa,85204.0,Standard Class,2017-07-10,2017-07-16
CA-2017-126732,LR-16915,United States,West,California,Los Angeles,90036.0,Standard Class,2017-09-02,2017-09-06
CA-2017-126795,GT-14710,United States,East,New York,New York City,10024.0,Second Class,2017-06-13,2017-06-16
CA-2017-126809,EB-13750,United States,West,Washington,Seattle,98103.0,Standard Class,2017-04-09,2017-04-13
CA-2017-126858,JM-15265,United States,West,Washington,Seattle,98115.0,Standard Class,2017-11-19,2017-11-23
CA-2017-126935,BT-11395,United States,West,California,San Francisco,94109.0,Standard Class,2017-05-19,2017-05-24
CA-2017-127138,DK-13225,United States,West,California,San Francisco,94109.0,Second Class,2017-03-12,2017-03-15
CA-2017-127194,BW-11110,United States,East,New York,New York City,10024.0,Standard Class,2017-12-10,2017-12-16
CA-2017-127208,SC-20770,United States,South,Alabama,Decatur,35601.0,First Class,2017-06-12,2017-06-15
CA-2017-127236,TB-21595,United States,East,Ohio,Springfield,45503.0,Standard Class,2017-03-29,2017-04-02
CA-2017-127243,DS-13180,United States,East,Pennsylvania,Philadelphia,19140.0,Standard Class,2017-11-28,2017-12-04
CA-2017-127250,SF-20200,United States,West,Washington,Marysville,98270.0,Standard Class,2017-11-03,2017-11-07
CA-2017-127369,DB-13060,United States,East,Massachusetts,Lowell,1852.0,First Class,2017-06-06,2017-06-07
CA-2017-127642,CP-12340,United States,East,Rhode Island,Warwick,2886.0,First Class,2017-05-21,2017-05-23
CA-2017-127649,DL-13495,United States,West,Washington,Spokane,99207.0,First Class,2017-10-07,2017-10-09
CA-2017-127670,RD-19660,United States,Central,Missouri,Saint Peters,63376.0,Standard Class,2017-03-20,2017-03-24
CA-2017-127698,MV-18190,United States,South,North Carolina,Raleigh,27604.0,Same Day,2017-12-01,2017-12-01
CA-2017-127761,SW-20275,United States,East,New York,New York City,10009.0,Standard Class,2017-11-10,2017-11-14
CA-2017-127775,ES-14020,United States,East,New York,New York City,10035.0,Second Class,2017-06-11,2017-06-13
CA-2017-127985,DB-12910,United States,South,Georgia,Columbus,31907.0,Second Class,2017-04-01,2017-04-05
CA-2017-128111,CS-12355,United States,East,Massachusetts,Malden,2148.0,Standard Class,2017-03-17,2017-03-23
CA-2017-128223,EB-13705,United States,West,California,Anaheim,92804.0,Same Day,2017-06-14,2017-06-14
CA-2017-128258,CP-12085,United States,East,Connecticut,Norwich,6360.0,First Class,2017-03-30,2017-04-01
CA-2017-128307,BE-11335,United States,Central,Texas,Houston,77041.0,Standard Class,2017-07-25,2017-07-29
CA-2017-128412,AP-10915,United States,West,Washington,Seattle,98105.0,Standard Class,2017-12-10,2017-12-17
CA-2017-128517,SW-20350,United States,Central,Michigan,Detroit,48227.0,Second Class,2017-04-09,2017-04-14
CA-2017-128531,NS-18505,United States,Central,Texas,Dallas,75217.0,Second Class,2017-11-24,2017-11-26
CA-2017-128594,DJ-13510,United States,West,California,San Diego,92037.0,First Class,2017-08-26,2017-08-29
CA-2017-128671,MT-18070,United States,Central,Oklahoma,Tulsa,74133.0,Standard Class,2017-08-11,2017-08-16
CA-2017-128706,DW-13540,United States,Central,Texas,Houston,77070.0,Standard Class,2017-02-27,2017-03-02
CA-2017-128727,MO-17800,United States,East,New York,New York City,10024.0,Standard Class,2017-08-29,2017-09-04
CA-2017-128811,SF-20200,United States,West,Washington,Seattle,98103.0,Standard Class,2017-09-12,2017-09-16
CA-2017-128818,CJ-12010,United States,East,New York,New York City,10009.0,Standard Class,2017-05-07,2017-05-11
CA-2017-128867,CL-12565,United States,Central,Iowa,Urbandale,50322.0,Standard Class,2017-11-03,2017-11-10
CA-2017-128916,MA-17560,United States,Central,Texas,Houston,77070.0,Second Class,2017-08-18,2017-08-20
CA-2017-128923,GB-14530,United States,Central,Texas,Fort Worth,76106.0,Standard Class,2017-12-09,2017-12-13
CA-2017-128972,TS-21430,United States,Central,Oklahoma,Oklahoma City,73120.0,Standard Class,2017-11-13,2017-11-17
CA-2017-129126,PK-19075,United States,East,New York,New York City,10011.0,Standard Class,2017-12-14,2017-12-19
CA-2017-129196,XP-21865,United States,Central,Illinois,Chicago,60610.0,Standard Class,2017-11-01,2017-11-07
CA-2017-129238,SC-20050,United States,West,California,Los Angeles,90045.0,Standard Class,2017-01-31,2017-02-04
CA-2017-129280,SM-20905,United States,East,Ohio,Newark,43055.0,First Class,2017-05-03,2017-05-05
CA-2017-129308,CC-12100,United States,East,Pennsylvania,Philadelphia,19120.0,Standard Class,2017-07-07,2017-07-13
CA-2017-129686,GG-14650,United States,Central,Illinois,Chicago,60623.0,Second Class,2017-11-27,2017-11-29
CA-2017-129693,TC-20980,United States,West,Washington,Seattle,98105.0,Standard Class,2017-11-26,2017-12-02
CA-2017-129714,AB-10060,United States,East,New York,New York City,10009.0,First Class,2017-09-01,2017-09-03
CA-2017-129728,JG-15310,United States,West,California,Los Angeles,90032.0,Standard Class,2017-05-30,2017-06-06
CA-2017-129847,TA-21385,United States,Central,Illinois,Chicago,60653.0,First Class,2017-09-02,2017-09-04
CA-2017-129861,DM-13345,United States,East,New York,Rochester,14609.0,Standard Class,2017-06-17,2017-06-23
CA-2017-129868,MC-18130,United States,West,California,Los Angeles,90004.0,Standard Class,2017-12-26,2017-12-31
CA-2017-129903,GZ-14470,United States,Central,Minnesota,Rochester,55901.0,Second Class,2017-12-01,2017-12-04
CA-2017-130001,HK-14890,United States,South,North Carolina,Charlotte,28205.0,Standard Class,2017-04-23,2017-04-28
CA-2017-130029,GT-14755,United States,West,California,Los Angeles,90049.0,First Class,2017-07-03,2017-07-06
CA-2017-130050,MC-17425,United States,Central,Texas,Houston,77036.0,Second Class,2017-07-16,2017-07-18
CA-2017-130078,CC-12145,United States,Central,Oklahoma,Oklahoma City,73120.0,Standard Class,2017-08-08,2017-08-14
CA-2017-130162,JH-15910,United States,West,California,Los Angeles,90032.0,Standard Class,2017-10-28,2017-11-01
CA-2017-130267,SW-20245,United States,West,California,Stockton,95207.0,Standard Class,2017-09-19,2017-09-23
CA-2017-130288,DK-13225,United States,East,New York,New York City,10011.0,Second Class,2017-11-26,2017-11-30
CA-2017-130393,JM-15865,United States,Central,Texas,San Angelo,76903.0,Second Class,2017-12-01,2017-12-03
CA-2017-130400,SJ-20125,United States,Central,Texas,Dallas,75217.0,Standard Class,2017-03-08,2017-03-12
CA-2017-130407,KD-16270,United States,East,New York,New York City,10024.0,Standard Class,2017-09-02,2017-09-06
CA-2017-130442,SF-20065,United States,South,North Carolina,Goldsboro,27534.0,First Class,2017-12-16,2017-12-19
CA-2017-130477,LC-17140,United States,West,California,Los Angeles,90032.0,Standard Class,2017-04-08,2017-04-12
CA-2017-130484,SG-20470,United States,West,Oregon,Gresham,97030.0,Standard Class,2017-08-22,2017-08-27
CA-2017-130638,SC-20095,United States,West,California,Los Angeles,90045.0,Second Class,2017-05-16,2017-05-19
CA-2017-130680,BD-11320,United States,West,California,San Diego,92024.0,Standard Class,2017-06-24,2017-06-29
CA-2017-130778,ND-18370,United States,East,New York,Long Beach,11561.0,Standard Class,2017-11-19,2017-11-25
CA-2017-130799,BK-11260,United States,West,California,San Francisco,94110.0,Second Class,2017-11-11,2017-11-16
CA-2017-130820,ON-18715,United States,South,North Carolina,Burlington,27217.0,Same Day,2017-11-15,2017-11-15
CA-2017-130911,DC-12850,United States,East,Ohio,Cleveland,44105.0,Second Class,2017-03-24,2017-03-26
CA-2017-130946,ZC-21910,United States,Central,Texas,Houston,77041.0,Standard Class,2017-04-08,2017-04-12
CA-2017-131065,AA-10375,United States,South,Georgia,Atlanta,30318.0,Second Class,2017-11-14,2017-11-16
CA-2017-131093,TS-21610,United States,East,Ohio,Springfield,45503.0,Second Class,2017-09-17,2017-09-20
CA-2017-131205,AA-10645,United States,South,Kentucky,Georgetown,40324.0,Standard Class,2017-09-04,2017-09-08
CA-2017-131289,SP-20620,United States,West,California,San Francisco,94110.0,Standard Class,2017-12-08,2017-12-14
CA-2017-131296,MS-17830,United States,East,Maryland,Baltimore,21215.0,Standard Class,2017-10-04,2017-10-09
CA-2017-131380,CC-12220,United States,West,California,Los Angeles,90032.0,Second Class,2017-03-28,2017-03-31
CA-2017-131499,MG-17875,United States,East,New York,New York City,10011.0,First Class,2017-09-08,2017-09-10
CA-2017-131576,RD-19585,United States,Central,Michigan,Detroit,48205.0,Standard Class,2017-11-22,2017-11-26
CA-2017-131639,NS-18640,United States,West,New Mexico,Carlsbad,88220.0,Standard Class,2017-12-17,2017-12-23
CA-2017-131737,GZ-14470,United States,East,Maryland,Columbia,21044.0,Same Day,2017-03-17,2017-03-17
CA-2017-131744,SC-20770,United States,East,Pennsylvania,Philadelphia,19134.0,Second Class,2017-06-18,2017-06-20
CA-2017-131835,MC-17590,United States,East,New Jersey,Perth Amboy,8861.0,Standard Class,2017-07-17,2017-07-21
CA-2017-131968,LB-16795,United States,South,Florida,Apopka,32712.0,Standard Class,2017-11-11,2017-11-15
CA-2017-132017,MH-17620,United States,Central,Texas,Houston,77041.0,First Class,2017-09-26,2017-09-27
CA-2017-132066,NB-18655,United States,East,New York,New York City,10011.0,Standard Class,2017-10-16,2017-10-20
CA-2017-132094,VG-21805,United States,East,Pennsylvania,Philadelphia,19140.0,Standard Class,2017-08-26,2017-09-02
CA-2017-132143,FM-14215,United States,East,Connecticut,Middletown,6457.0,First Class,2017-09-03,2017-09-05
CA-2017-132304,AR-10825,United States,West,Washington,Seattle,98103.0,Standard Class,2017-06-14,2017-06-18
CA-2017-132409,TH-21235,United States,East,Pennsylvania,Philadelphia,19134.0,Standard Class,2017-05-26,2017-06-01
CA-2017-132479,MK-17905,United States,Central,Illinois,Rockford,61107.0,First Class,2017-09-24,2017-09-26
CA-2017-132549,JK-15370,United States,South,Alabama,Huntsville,35810.0,Standard Class,2017-11-25,2017-11-30
CA-2017-132661,SR-20740,United States,East,New York,New York City,10024.0,Standard Class,2017-10-23,2017-10-29
CA-2017-132731,GA-14515,United States,Central,Texas,Dallas,75081.0,Standard Class,2017-11-24,2017-11-28
CA-2017-132829,LA-16780,United States,Central,Texas,Houston,77041.0,Second Class,2017-12-23,2017-12-26
CA-2017-132899,SF-20200,United States,East,New York,New York City,10009.0,Standard Class,2017-04-07,2017-04-11
CA-2017-132990,KM-16660,United States,East,Pennsylvania,Philadelphia,19140.0,Second Class,2017-08-01,2017-08-03
CA-2017-132997,LW-17215,United States,East,New York,Rochester,14609.0,First Class,2017-11-07,2017-11-09
CA-2017-133123,KB-16315,United States,South,North Carolina,Thomasville,27360.0,Standard Class,2017-09-06,2017-09-11
CA-2017-133144,DO-13435,United States,West,California,Los Angeles,90036.0,Second Class,2017-05-16,2017-05-21
CA-2017-133319,MV-17485,United States,East,New York,New York City,10011.0,Standard Class,2017-09-05,2017-09-11
CA-2017-133340,LH-17155,United States,Central,Michigan,Jackson,49201.0,Standard Class,2017-12-09,2017-12-13
CA-2017-133368,AG-10675,United States,South,North Carolina,Concord,28027.0,Standard Class,2017-01-14,2017-01-20
CA-2017-133550,KL-16645,United States,Central,Michigan,Detroit,48205.0,Standard Class,2017-07-31,2017-08-06
CA-2017-133613,CP-12340,United States,East,Connecticut,Waterbury,6708.0,Standard Class,2017-06-17,2017-06-22
CA-2017-133669,SV-20935,United States,East,Ohio,Columbus,43229.0,Standard Class,2017-10-21,2017-10-27
CA-2017-133697,CM-12445,United States,Central,Texas,Houston,77095.0,Second Class,2017-10-20,2017-10-24
CA-2017-133711,MC-17425,United States,South,Alabama,Mobile,36608.0,First Class,2017-11-26,2017-11-29
CA-2017-133725,KL-16645,United States,Central,Illinois,Chicago,60623.0,Standard Class,2017-05-23,2017-05-28
CA-2017-133795,JE-15475,United States,West,California,San Diego,92037.0,Standard Class,2017-12-18,2017-12-24
CA-2017-133802,SP-20650,United States,West,California,Redwood City,94061.0,Standard Class,2017-03-14,2017-03-20
CA-2017-133816,CS-12400,United States,East,Pennsylvania,Philadelphia,19134.0,Second Class,2017-05-10,2017-05-13
CA-2017-133872,VM-21835,United States,South,Florida,Boca Raton,33433.0,First Class,2017-06-14,2017-06-17
CA-2017-133935,JW-15220,United States,West,California,San Diego,92105.0,Standard Class,2017-09-18,2017-09-22
CA-2017-134110,BG-11035,United States,Central,Texas,The Colony,75056.0,First Class,2017-11-17,2017-11-18
CA-2017-134138,JD-15790,United States,East,New Jersey,Belleville,7109.0,Standard Class,2017-02-16,2017-02-20
CA-2017-134180,JP-16135,United States,East,Pennsylvania,Philadelphia,19120.0,Standard Class,2017-11-03,2017-11-07
CA-2017-134208,CS-12505,United States,South,Georgia,Columbus,31907.0,Standard Class,2017-09-17,2017-09-23
CA-2017-134222,NZ-18565,United States,West,Arizona,Yuma,85364.0,Same Day,2017-07-10,2017-07-11
CA-2017-134334,DK-13090,United States,East,Maryland,Clinton,20735.0,First Class,2017-02-14,2017-02-15
CA-2017-134348,MS-17710,United States,West,Arizona,Mesa,85204.0,Standard Class,2017-11-12,2017-11-19
CA-2017-134362,LS-16945,United States,East,Pennsylvania,Philadelphia,19140.0,First Class,2017-09-29,2017-10-02
CA-2017-134376,TT-21265,United States,East,New York,New York City,10024.0,Standard Class,2017-10-02,2017-10-06
CA-2017-134425,QJ-19255,United States,Central,Minnesota,Saint Paul,55106.0,Second Class,2017-12-08,2017-12-12
CA-2017-134474,AJ-10795,United States,South,Florida,Jacksonville,32216.0,Second Class,2017-01-05,2017-01-07
CA-2017-134516,FM-14215,United States,South,North Carolina,Greensboro,27405.0,Standard Class,2017-09-20,2017-09-25
CA-2017-134544,AC-10660,United States,West,California,San Francisco,94109.0,Second Class,2017-03-17,2017-03-19
CA-2017-134691,KC-16540,United States,Central,Texas,Houston,77041.0,Standard Class,2017-11-14,2017-11-18
CA-2017-134775,AS-10285,United States,West,California,San Francisco,94109.0,First Class,2017-10-28,2017-10-29
CA-2017-134789,CK-12325,United States,South,Arkansas,Hot Springs,71901.0,Standard Class,2017-04-08,2017-04-15
CA-2017-134803,CL-12565,United States,West,California,Los Angeles,90004.0,Standard Class,2017-05-28,2017-06-03
CA-2017-134887,TB-21280,United States,Central,Oklahoma,Norman,73071.0,Same Day,2017-03-25,2017-03-25
CA-2017-134936,ES-14080,United States,West,Arizona,Tucson,85705.0,Standard Class,2017-12-19,2017-12-25
CA-2017-135265,CC-12370,United States,West,California,Los Angeles,90045.0,Second Class,2017-07-07,2017-07-09
CA-2017-135461,EB-13975,United States,West,California,Los Angeles,90049.0,Second Class,2017-02-07,2017-02-10
CA-2017-135594,AH-10120,United States,Central,Illinois,Aurora,60505.0,Second Class,2017-06-30,2017-07-03
CA-2017-135636,DB-13615,United States,South,North Carolina,Charlotte,28205.0,Standard Class,2017-10-08,2017-10-13
CA-2017-135776,EH-13765,United States,West,Washington,Seattle,98103.0,Standard Class,2017-12-23,2017-12-30
CA-2017-135965,SZ-20035,United States,East,New York,New York City,10035.0,First Class,2017-09-22,2017-09-25
CA-2017-136021,JM-15580,United States,West,California,Los Angeles,90045.0,Standard Class,2017-08-14,2017-08-18
CA-2017-136049,NM-18520,United States,East,Ohio,Bowling Green,43402.0,Standard Class,2017-12-23,2017-12-28
CA-2017-136126,EH-14125,United States,South,Virginia,Newport News,23602.0,Same Day,2017-05-24,2017-05-24
CA-2017-136133,HW-14935,United States,East,New York,New York City,10024.0,Second Class,2017-08-18,2017-08-23
CA-2017-136231,DM-13015,United States,South,Tennessee,Johnson City,37604.0,Second Class,2017-09-05,2017-09-07
CA-2017-136287,SS-20590,United States,Central,Kansas,Wichita,67212.0,Standard Class,2017-06-13,2017-06-17
CA-2017-136301,EH-13765,United States,West,California,San Francisco,94109.0,Second Class,2017-03-13,2017-03-15
CA-2017-136329,JD-15895,United States,East,New York,New York City,10035.0,Standard Class,2017-07-09,2017-07-13
CA-2017-136371,SV-20935,United States,East,New York,Oceanside,11572.0,Second Class,2017-03-19,2017-03-21
CA-2017-136406,BD-11320,United States,West,California,San Francisco,94110.0,Second Class,2017-04-15,2017-04-17
CA-2017-136434,RD-19480,United States,Central,Indiana,Richmond,47374.0,Standard Class,2017-12-01,2017-12-07
CA-2017-136483,AG-10390,United States,South,Tennessee,Knoxville,37918.0,Standard Class,2017-12-01,2017-12-06
CA-2017-136595,EM-13825,United States,Central,Texas,Houston,77036.0,First Class,2017-09-05,2017-09-07
CA-2017-136686,RF-19840,United States,West,California,Pasadena,91104.0,Standard Class,2017-12-12,2017-12-16
CA-2017-136770,SP-20650,United States,East,Ohio,Akron,44312.0,Standard Class,2017-08-14,2017-08-18
CA-2017-136812,AW-10930,United States,Central,Oklahoma,Oklahoma City,73120.0,Standard Class,2017-11-18,2017-11-23
CA-2017-136924,ES-14080,United States,West,Arizona,Tucson,85705.0,First Class,2017-07-14,2017-07-17
CA-2017-136994,LS-17245,United States,West,California,Los Angeles,90045.0,Standard Class,2017-05-27,2017-06-02
CA-2017-137043,LC-17140,United States,South,Virginia,Springfield,22153.0,Second Class,2017-12-23,2017-12-25
CA-2017-137050,SW-20755,United States,East,New York,New York City,10009.0,Second Class,2017-07-14,2017-07-18
CA-2017-137127,JJ-15445,United States,East,Delaware,Newark,19711.0,Standard Class,2017-06-16,2017-06-22
CA-2017-137176,DB-12910,United States,Central,Texas,Dallas,75220.0,Second Class,2017-09-09,2017-09-14
CA-2017-137204,BO-11350,United States,West,California,Los Angeles,90045.0,Standard Class,2017-04-28,2017-05-05
CA-2017-137239,CR-12730,United States,East,Ohio,Columbus,43229.0,Standard Class,2017-08-22,2017-08-28
CA-2017-137330,KB-16585,United States,Central,Nebraska,Fremont,68025.0,Standard Class,2017-12-09,2017-12-13
CA-2017-137337,GB-14575,United States,East,New York,New York City,10011.0,Standard Class,2017-03-08,2017-03-12
CA-2017-137393,GM-14500,United States,West,California,Bakersfield,93309.0,Standard Class,2017-05-06,2017-05-10
CA-2017-137652,EB-13750,United States,East,Ohio,Cincinnati,45231.0,First Class,2017-08-28,2017-08-30
CA-2017-137673,ML-17395,United States,West,California,San Diego,92105.0,Standard Class,2017-09-05,2017-09-10
CA-2017-137729,BF-11005,United States,West,California,Los Angeles,90004.0,Standard Class,2017-05-05,2017-05-09
CA-2017-137736,DC-13285,United States,South,Georgia,Warner Robins,31088.0,Standard Class,2017-11-10,2017-11-15
CA-2017-137743,KH-16360,United States,Central,Illinois,Chicago,60623.0,Standard Class,2017-07-30,2017-08-04
CA-2017-137848,WB-21850,United States,East,New York,New York City,10011.0,Standard Class,2017-01-15,2017-01-21
CA-2017-137939,PJ-19015,United States,East,New York,Long Beach,11561.0,Second Class,2017-07-20,2017-07-23
CA-2017-138037,AR-10540,United States,West,California,San Francisco,94109.0,Standard Class,2017-09-29,2017-10-03
CA-2017-138079,AJ-10795,United States,West,Washington,Seattle,98115.0,Standard Class,2017-01-22,2017-01-28
CA-2017-138233,PF-19165,United States,West,California,Oakland,94601.0,Standard Class,2017-11-09,2017-11-14
CA-2017-138282,AH-10690,United States,West,California,Los Angeles,90008.0,Standard Class,2017-05-19,2017-05-23
CA-2017-138478,DP-13390,United States,West,Nevada,North Las Vegas,89031.0,Second Class,2017-10-21,2017-10-26
CA-2017-138520,JL-15505,United States,East,New York,New York City,10035.0,Standard Class,2017-04-08,2017-04-13
CA-2017-138583,DP-13390,United States,East,Pennsylvania,Philadelphia,19120.0,Standard Class,2017-05-24,2017-05-28
CA-2017-138597,PN-18775,United States,Central,Nebraska,Omaha,68104.0,First Class,2017-12-18,2017-12-21
CA-2017-138667,MW-18220,United States,East,Ohio,Lancaster,43130.0,Second Class,2017-12-27,2017-12-30
CA-2017-138688,DV-13045,United States,West,California,Los Angeles,90036.0,Second Class,2017-06-12,2017-06-16
CA-2017-138695,KC-16675,United States,South,Florida,Tallahassee,32303.0,Standard Class,2017-05-28,2017-06-03
CA-2017-138933,JL-15130,United States,West,California,Riverside,92503.0,First Class,2017-04-24,2017-04-27
CA-2017-138968,FC-14335,United States,West,California,San Francisco,94110.0,First Class,2017-03-15,2017-03-16
CA-2017-139010,MC-17635,United States,West,California,Los Angeles,90032.0,Second Class,2017-02-21,2017-02-26
CA-2017-139157,GM-14680,United States,East,New York,New York City,10024.0,Standard Class,2017-10-01,2017-10-05
CA-2017-139234,AF-10870,United States,Central,Illinois,Chicago,60610.0,Standard Class,2017-05-06,2017-05-10
CA-2017-139269,JB-16045,United States,South,Georgia,Columbus,31907.0,Standard Class,2017-05-25,2017-05-30
CA-2017-139381,RF-19840,United States,South,Virginia,Chesapeake,23320.0,Standard Class,2017-04-18,2017-04-22
CA-2017-139395,MG-17650,United States,Central,Michigan,Jackson,49201.0,Standard Class,2017-12-12,2017-12-18
CA-2017-139409,FW-14395,United States,East,New York,New York City,10011.0,First Class,2017-09-05,2017-09-07
CA-2017-139549,MY-18295,United States,West,California,El Cajon,92020.0,Standard Class,2017-10-20,2017-10-25
CA-2017-139556,DB-13360,United States,East,New York,New York City,10009.0,Standard Class,2017-04-26,2017-05-01
CA-2017-139689,MP-17965,United States,South,Tennessee,Bristol,37620.0,Standard Class,2017-12-29,2018-01-03
CA-2017-139808,MC-18100,United States,West,Washington,Marysville,98270.0,Standard Class,2017-10-07,2017-10-11
CA-2017-139878,LD-17005,United States,Central,Michigan,Detroit,48234.0,Standard Class,2017-11-11,2017-11-16
CA-2017-139885,EB-13840,United States,East,New York,New York City,10035.0,Standard Class,2017-12-04,2017-12-08
CA-2017-139934,AY-10555,United States,West,California,San Francisco,94110.0,First Class,2017-12-18,2017-12-20
CA-2017-139941,CB-12415,United States,East,New York,Long Beach,11561.0,Standard Class,2017-06-12,2017-06-17
CA-2017-139997,EM-14140,United States,West,Utah,Lehi,84043.0,First Class,2017-07-01,2017-07-03
CA-2017-140018,CK-12205,United States,East,Ohio,Columbus,43229.0,Standard Class,2017-11-21,2017-11-26
CA-2017-140046,KM-16660,United States,West,California,Los Angeles,90032.0,Standard Class,2017-07-28,2017-08-03
CA-2017-140081,CG-12040,United States,East,Pennsylvania,Philadelphia,19120.0,Standard Class,2017-06-20,2017-06-24
CA-2017-140130,HW-14935,United States,Central,Oklahoma,Tulsa,74133.0,Standard Class,2017-10-31,2017-11-05
CA-2017-140207,CS-12400,United States,West,California,San Jose,95123.0,Standard Class,2017-11-05,2017-11-10
CA-2017-140249,SW-20455,United States,West,Washington,Seattle,98103.0,Standard Class,2017-09-27,2017-10-03
